,Year,Date,State,Rating,Injuries,Death,Start_Lat,Start_Lon,End_Lat,End_Lon,Width
30708,1992,1992-03-08,KS,1,0,0,37,-99,37,-99,10
30717,1992,1992-03-09,MS,4,1,0,33,-90,33,-90,880
30719,1992,1992-03-10,AL,3,7,2,32,-87,32,-87,440
30720,1992,1992-03-10,MS,3,57,3,32,-88,32,-88,1760
30735,1992,1992-03-22,MS,0,0,0,32,-90,32,-90,150
30745,1992,1992-04-09,OK,0,0,0,36,-99,36,-99,60
30746,1992,1992-04-09,OK,0,0,0,36,-99,36,-99,60
30757,1992,1992-04-15,IA,1,0,0,42,-94,42,-94,30
30783,1992,1992-04-20,MS,1,5,0,31,-90,31,-90,880
30784,1992,1992-04-20,MS,1,0,0,31,-90,31,-90,440
30809,1992,1992-05-11,OK,0,0,0,36,-95,36,-95,50
30811,1992,1992-05-11,OK,0,0,0,35,-97,35,-97,73
30814,1992,1992-05-11,OK,0,0,0,34,-96,34,-96,73
30815,1992,1992-05-11,OK,0,0,0,34,-96,34,-96,50
30818,1992,1992-05-11,OK,1,0,0,34,-96,34,-96,123
30820,1992,1992-05-11,OK,1,0,0,35,-95,35,-95,100
30821,1992,1992-05-11,OK,1,0,0,34,-95,34,-95,300
30822,1992,1992-05-11,OK,1,0,0,34,-95,34,-95,300
30824,1992,1992-05-11,OK,2,0,0,34,-96,34,-96,150
30825,1992,1992-05-11,OK,2,0,0,34,-96,34,-96,150
30826,1992,1992-05-11,OK,2,0,0,34,-96,34,-95,300
30828,1992,1992-05-11,OK,2,0,0,34,-95,34,-95,100
30829,1992,1992-05-11,OK,2,1,0,34,-95,34,-95,400
30831,1992,1992-05-11,OK,3,1,0,34,-96,34,-96,150
30832,1992,1992-05-11,OK,4,3,0,34,-95,34,-95,400
30857,1992,1992-05-15,NE,0,0,0,41,-100,41,-99,23
30880,1992,1992-05-16,NE,2,0,0,42,-97,42,-96,100
30941,1992,1992-06-02,LA,1,0,0,32,-93,32,-93,30
30945,1992,1992-06-03,LA,1,0,0,30,-93,30,-92,50
30946,1992,1992-06-03,LA,1,0,0,30,-93,30,-93,50
30966,1992,1992-06-06,LA,1,0,0,32,-91,32,-91,20
31017,1992,1992-06-13,LA,2,0,0,30,-92,30,-92,60
31036,1992,1992-06-15,KS,1,2,0,39,-99,39,-99,100
31055,1992,1992-06-15,KS,1,0,0,38,-97,38,-97,100
31057,1992,1992-06-15,KS,2,0,0,39,-98,39,-98,100
31058,1992,1992-06-15,KS,2,0,0,39,-98,39,-98,100
31060,1992,1992-06-15,KS,2,0,0,39,-98,39,-98,100
31063,1992,1992-06-15,KS,2,0,0,38,-97,38,-97,73
31065,1992,1992-06-15,KS,3,0,0,39,-97,39,-97,800
31066,1992,1992-06-15,KS,4,0,0,39,-98,39,-98,100
31067,1992,1992-06-15,KS,4,10,0,38,-97,38,-97,73
31073,1992,1992-06-15,NE,1,0,0,41,-96,41,-96,80
31080,1992,1992-06-15,NE,3,0,0,40,-97,40,-97,500
31081,1992,1992-06-15,NE,3,1,0,40,-96,40,-96,500
31089,1992,1992-06-16,IA,1,0,0,42,-92,42,-92,23
31090,1992,1992-06-16,IA,2,0,0,41,-95,41,-95,100
31091,1992,1992-06-16,IA,2,0,0,41,-95,41,-95,73
31092,1992,1992-06-16,IA,3,3,0,41,-95,41,-95,200
31128,1992,1992-06-16,NE,1,0,0,42,-99,42,-99,150
31133,1992,1992-06-16,NE,1,0,0,42,-98,42,-98,80
31135,1992,1992-06-16,NE,2,0,0,41,-96,41,-96,150
31267,1992,1992-06-25,LA,1,0,0,30,-92,30,-92,30
31268,1992,1992-06-25,TN,0,0,0,35,-89,35,-89,50
31351,1992,1992-07-02,OK,3,1,0,36,-95,36,-95,100
31434,1992,1992-07-13,IA,2,0,0,41,-91,41,-90,73
31435,1992,1992-07-13,IA,3,0,0,42,-91,42,-91,73
31459,1992,1992-07-15,IA,2,0,0,40,-92,40,-92,17
31570,1992,1992-08-10,KS,0,0,0,38,-102,38,-101,23
31585,1992,1992-08-25,LA,3,32,2,30,-90,30,-90,150
31593,1992,1992-08-26,LA,1,0,0,30,-89,30,-90,20
31598,1992,1992-08-26,LA,1,0,0,30,-90,30,-90,20
31625,1992,1992-08-27,AL,1,1,0,32,-86,32,-86,50
31666,1992,1992-09-02,OK,2,1,0,35,-97,34,-97,400
31674,1992,1992-09-05,KS,0,0,0,39,-95,39,-95,13
31675,1992,1992-09-05,KS,1,0,0,37,-97,37,-97,50
31676,1992,1992-09-05,KS,1,0,0,37,-97,37,-97,100
31677,1992,1992-09-05,KS,2,1,0,37,-97,37,-97,200
31792,1992,1992-11-03,LA,3,0,0,32,-93,32,-92,300
31794,1992,1992-11-04,AL,1,0,0,31,-85,31,-85,50
31820,1992,1992-11-21,LA,1,0,0,30,-91,30,-90,73
31821,1992,1992-11-21,LA,2,0,0,31,-93,31,-93,150
31823,1992,1992-11-21,LA,2,4,0,30,-91,30,-91,73
31825,1992,1992-11-21,LA,2,0,0,30,-91,30,-91,100
31826,1992,1992-11-21,LA,2,0,0,31,-91,31,-91,100
31827,1992,1992-11-21,LA,3,2,0,30,-93,30,-92,73
31828,1992,1992-11-21,LA,3,6,0,31,-91,31,-91,100
31829,1992,1992-11-21,LA,3,11,0,31,-91,32,-91,200
31830,1992,1992-11-21,MS,1,0,0,31,-91,31,-91,100
31831,1992,1992-11-21,MS,1,0,0,31,-90,31,-90,440
31832,1992,1992-11-21,MS,1,4,0,32,-90,32,-90,440
31833,1992,1992-11-21,MS,2,0,0,31,-90,31,-90,440
31834,1992,1992-11-21,MS,3,105,0,31,-89,31,-89,880
31835,1992,1992-11-21,MS,4,122,12,31,-90,33,-89,880
31850,1992,1992-11-22,AL,0,0,0,34,-86,34,-86,17
31851,1992,1992-11-22,AL,0,1,0,34,-85,34,-85,23
31853,1992,1992-11-22,AL,1,0,0,33,-87,33,-87,43
31854,1992,1992-11-22,AL,1,8,0,34,-85,34,-85,50
31855,1992,1992-11-22,AL,1,10,0,33,-85,33,-85,50
31856,1992,1992-11-22,AL,1,0,0,33,-85,33,-85,50
31857,1992,1992-11-22,AL,2,0,0,32,-88,32,-88,100
31859,1992,1992-11-22,AL,2,5,0,34,-86,34,-86,100
31860,1992,1992-11-22,AL,2,6,0,34,-86,34,-85,73
31861,1992,1992-11-22,AL,2,12,0,34,-86,34,-85,73
31862,1992,1992-11-22,AL,2,4,0,34,-85,34,-85,500
31888,1992,1992-11-22,KY,0,0,0,38,-85,38,-85,40
31890,1992,1992-11-22,KY,4,10,1,38,-85,38,-84,60
31891,1992,1992-11-22,MS,0,0,0,33,-89,33,-89,100
31893,1992,1992-11-22,MS,1,0,0,32,-89,32,-88,200
31894,1992,1992-11-22,MS,1,2,0,33,-89,34,-89,100
31895,1992,1992-11-22,MS,1,0,2,33,-89,33,-89,200
31896,1992,1992-11-22,MS,2,15,0,33,-88,33,-88,440
31897,1992,1992-11-22,MS,2,0,0,32,-88,32,-88,880
31898,1992,1992-11-22,MS,2,1,1,32,-88,33,-88,880
31899,1992,1992-11-22,MS,4,20,0,31,-89,32,-89,1760
31908,1992,1992-11-22,TN,1,3,1,35,-89,35,-88,73
31962,1993,1993-02-21,AL,3,5,0,34,-85,33,-85,100
31973,1993,1993-02-21,MS,1,0,0,31,-90,31,-90,73
31978,1993,1993-02-21,TN,0,0,0,35,-84,35,-84,23
31979,1993,1993-02-21,TN,1,0,0,35,-84,35,-84,23
31980,1993,1993-02-21,TN,3,6,0,36,-85,36,-85,100
31981,1993,1993-02-21,TN,3,3,0,36,-84,36,-83,150
31982,1993,1993-02-21,TN,3,17,0,35,-84,35,-84,73
31983,1993,1993-02-21,TN,3,55,1,35,-84,35,-84,100
32013,1993,1993-03-28,KS,1,0,0,39,-99,39,-100,20
32015,1993,1993-03-29,KS,1,0,0,39,-96,39,-96,100
32018,1993,1993-03-29,OK,1,0,0,34,-97,34,-97,33
32025,1993,1993-03-30,KS,1,0,0,38,-94,39,-94,13
32027,1993,1993-03-30,LA,1,0,0,32,-92,32,-92,150
32033,1993,1993-03-30,OK,1,0,0,35,-96,35,-96,100
32053,1993,1993-04-07,LA,0,0,0,30,-93,30,-93,30
32054,1993,1993-04-07,LA,2,5,0,30,-93,30,-93,100
32059,1993,1993-04-08,LA,2,39,3,29,-90,29,-90,250
32063,1993,1993-04-14,LA,2,3,0,31,-93,31,-93,120
32099,1993,1993-04-24,OK,2,1,0,36,-95,36,-95,150
32100,1993,1993-04-24,OK,3,30,0,36,-95,36,-95,250
32101,1993,1993-04-24,OK,4,100,7,36,-95,36,-95,250
32104,1993,1993-04-28,KS,0,0,0,37,-98,37,-98,10
32113,1993,1993-04-30,KS,1,0,0,37,-100,37,-100,30
32114,1993,1993-04-30,KS,2,0,0,38,-99,38,-99,50
32132,1993,1993-05-03,AL,2,3,0,33,-87,33,-87,50
32140,1993,1993-05-05,KS,4,0,0,37,-101,37,-101,880
32143,1993,1993-05-05,NE,3,0,0,42,-102,42,-102,250
32148,1993,1993-05-05,OK,3,0,0,36,-101,36,-101,500
32149,1993,1993-05-05,OK,3,0,0,36,-101,37,-101,1200
32154,1993,1993-05-06,IA,2,0,0,40,-94,40,-94,70
32161,1993,1993-05-06,KS,1,0,0,39,-96,39,-96,100
32162,1993,1993-05-06,KS,1,0,0,38,-96,39,-95,100
32163,1993,1993-05-06,KS,1,0,0,39,-96,39,-95,250
32164,1993,1993-05-06,KS,1,0,0,39,-95,39,-95,100
32165,1993,1993-05-06,KS,2,0,0,39,-96,39,-95,440
32166,1993,1993-05-06,KS,2,0,0,39,-95,39,-95,300
32167,1993,1993-05-06,KS,2,0,0,39,-95,39,-95,500
32172,1993,1993-05-06,NE,1,0,0,40,-95,40,-95,73
32174,1993,1993-05-06,OK,1,1,0,34,-97,34,-97,50
32175,1993,1993-05-07,IA,2,0,0,43,-96,43,-96,100
32176,1993,1993-05-07,KS,0,0,0,38,-98,38,-98,50
32179,1993,1993-05-07,KS,0,0,0,37,-99,37,-99,20
32180,1993,1993-05-07,KS,0,0,0,38,-99,38,-99,20
32183,1993,1993-05-07,KS,0,0,0,37,-99,37,-99,20
32186,1993,1993-05-07,KS,0,0,0,39,-98,39,-98,440
32188,1993,1993-05-07,KS,1,0,0,38,-99,38,-99,50
32191,1993,1993-05-07,KS,2,0,0,37,-98,38,-98,440
32192,1993,1993-05-07,KS,4,6,1,38,-98,39,-98,880
32202,1993,1993-05-07,NE,1,0,0,40,-98,40,-98,200
32203,1993,1993-05-07,NE,1,0,0,41,-98,41,-98,200
32204,1993,1993-05-07,NE,1,0,0,40,-98,40,-98,200
32205,1993,1993-05-07,NE,2,0,0,40,-98,40,-98,200
32206,1993,1993-05-07,NE,2,0,0,40,-98,40,-98,150
32207,1993,1993-05-07,NE,3,0,0,40,-98,41,-97,2633
32225,1993,1993-05-08,OK,0,0,0,34,-98,34,-98,50
32226,1993,1993-05-08,OK,0,0,0,34,-98,34,-98,60
32230,1993,1993-05-08,OK,1,0,0,34,-97,34,-97,600
32286,1993,1993-05-22,KS,1,0,0,37,-101,37,-100,20
32297,1993,1993-05-30,OK,0,0,0,36,-94,36,-94,100
32328,1993,1993-06-06,NE,2,0,0,40,-99,40,-99,880
32329,1993,1993-06-06,NE,3,2,0,40,-99,41,-98,1760
32330,1993,1993-06-06,NE,3,0,0,40,-99,41,-98,880
32331,1993,1993-06-06,NE,3,0,0,40,-99,40,-99,880
32336,1993,1993-06-07,IA,1,0,0,43,-95,43,-95,30
32337,1993,1993-06-07,IA,2,5,0,43,-95,43,-95,127
32374,1993,1993-06-08,IA,1,0,0,41,-91,41,-91,40
32375,1993,1993-06-08,IA,2,0,0,43,-92,43,-92,100
32435,1993,1993-06-09,OK,1,0,0,36,-96,36,-95,50
32486,1993,1993-06-19,IA,3,0,0,42,-91,42,-91,200
32487,1993,1993-06-19,IA,3,0,0,42,-90,42,-90,300
32548,1993,1993-06-26,KS,1,0,0,38,-100,38,-100,30
32573,1993,1993-06-29,IA,1,0,0,41,-93,41,-93,33
32575,1993,1993-06-29,IA,2,0,0,42,-94,42,-94,70
32588,1993,1993-06-30,KY,0,0,0,38,-83,38,-83,20
32589,1993,1993-06-30,KY,0,0,0,38,-83,38,-82,20
32616,1993,1993-07-01,KS,1,0,0,39,-101,39,-100,20
32618,1993,1993-07-01,KS,1,0,0,39,-101,39,-101,10
32631,1993,1993-07-02,IA,1,0,0,41,-92,41,-92,30
32668,1993,1993-07-06,KS,1,0,0,39,-100,39,-100,20
32679,1993,1993-07-07,NE,1,0,0,40,-97,40,-97,100
32690,1993,1993-07-08,IA,1,0,0,41,-94,41,-93,50
32697,1993,1993-07-08,NE,1,0,0,40,-96,40,-96,30
32698,1993,1993-07-08,NE,1,1,0,40,-96,40,-96,30
32699,1993,1993-07-08,NE,1,2,0,40,-96,40,-96,30
32724,1993,1993-07-10,IA,2,0,0,43,-93,43,-92,110
32810,1993,1993-07-24,IA,1,0,0,40,-95,40,-95,50
32819,1993,1993-07-24,NE,2,0,0,40,-97,40,-96,300
32821,1993,1993-07-24,NE,3,0,0,40,-97,40,-96,1760
32823,1993,1993-07-26,NE,2,12,0,41,-103,41,-103,100
32895,1993,1993-08-09,IA,2,2,0,43,-92,43,-92,53
32956,1993,1993-08-29,NE,1,0,0,41,-99,41,-98,23
32991,1993,1993-09-13,OK,1,0,0,35,-96,35,-96,73
33006,1993,1993-09-18,KS,0,0,0,37,-101,37,-100,20
33007,1993,1993-09-18,KS,1,0,0,38,-100,38,-100,20
33096,1993,1993-11-16,MS,1,3,0,31,-90,31,-90,100
33106,1993,1993-12-04,LA,1,3,0,30,-92,31,-91,40
33109,1993,1993-12-04,MS,0,0,0,31,-89,31,-89,73
33121,1994,1994-01-27,MS,1,0,0,31,-89,31,-89,100
33123,1994,1994-01-27,MS,2,7,0,31,-90,31,-90,40
33144,1994,1994-03-09,AL,2,0,0,31,-85,31,-85,100
33148,1994,1994-03-09,MS,1,0,0,31,-89,31,-89,60
33151,1994,1994-03-24,AL,1,0,0,32,-85,32,-85,100
33162,1994,1994-03-27,AL,2,30,0,34,-86,34,-86,400
33163,1994,1994-03-27,AL,2,53,0,33,-86,33,-86,300
33164,1994,1994-03-27,AL,3,20,0,34,-85,34,-85,700
33165,1994,1994-03-27,AL,4,150,22,33,-86,34,-85,880
33195,1994,1994-04-05,AL,1,0,0,32,-88,32,-88,100
33203,1994,1994-04-09,KS,2,8,0,37,-100,37,-100,1700
33220,1994,1994-04-14,IA,3,0,0,41,-94,41,-94,130
33249,1994,1994-04-15,TN,3,9,1,35,-85,35,-84,880
33273,1994,1994-04-25,IA,1,0,0,43,-96,43,-96,40
33280,1994,1994-04-25,NE,1,0,0,41,-98,41,-98,23
33281,1994,1994-04-25,NE,1,1,0,42,-97,42,-97,200
33283,1994,1994-04-25,OK,1,0,0,34,-95,34,-95,220
33317,1994,1994-04-26,MS,0,0,0,34,-90,34,-90,50
33323,1994,1994-04-26,OK,1,0,0,34,-95,34,-95,80
33324,1994,1994-04-26,OK,1,0,0,34,-95,34,-95,73
33325,1994,1994-04-26,OK,1,0,0,34,-95,34,-95,80
33326,1994,1994-04-26,OK,1,0,0,34,-95,34,-95,50
33327,1994,1994-04-26,OK,1,0,0,33,-96,33,-96,40
33363,1994,1994-04-27,KY,0,0,0,36,-87,37,-87,50
33375,1994,1994-04-28,KY,0,0,0,38,-84,38,-84,30
33407,1994,1994-05-04,IA,1,0,0,43,-94,43,-94,43
33504,1994,1994-05-25,IA,1,0,0,42,-91,42,-91,40
33560,1994,1994-06-04,NE,3,0,0,42,-102,42,-102,500
33562,1994,1994-06-05,IA,1,0,0,42,-95,42,-95,70
33563,1994,1994-06-05,IA,1,0,0,42,-95,42,-95,50
33571,1994,1994-06-06,OK,1,2,0,35,-99,35,-99,150
33590,1994,1994-06-07,KS,2,0,0,39,-102,39,-101,800
33591,1994,1994-06-07,KS,2,0,0,39,-101,39,-101,800
33606,1994,1994-06-08,KS,1,0,0,39,-101,39,-101,200
33607,1994,1994-06-08,KS,1,0,0,39,-101,39,-101,300
33620,1994,1994-06-09,MS,0,0,0,34,-90,34,-90,50
33626,1994,1994-06-09,TN,1,0,0,35,-90,35,-89,100
33646,1994,1994-06-12,IA,2,0,0,43,-94,43,-94,83
33647,1994,1994-06-12,IA,2,0,0,42,-96,42,-95,370
33680,1994,1994-06-18,IA,3,0,0,43,-93,43,-93,173
33683,1994,1994-06-19,IA,1,0,0,42,-93,42,-93,60
33708,1994,1994-06-26,AL,0,0,0,33,-85,34,-85,200
33709,1994,1994-06-26,AL,1,0,0,34,-86,34,-86,100
33710,1994,1994-06-26,AL,2,2,0,34,-86,34,-86,200
33711,1994,1994-06-26,AL,3,0,0,34,-87,34,-86,300
33736,1994,1994-06-26,TN,0,0,0,35,-85,35,-85,50
33742,1994,1994-06-26,TN,1,0,0,36,-88,36,-88,50
33743,1994,1994-06-26,TN,1,0,0,35,-86,35,-86,200
33744,1994,1994-06-26,TN,1,0,0,35,-87,35,-87,50
33745,1994,1994-06-26,TN,2,6,0,35,-85,35,-85,50
33747,1994,1994-06-26,TN,3,22,0,35,-87,34,-87,880
33794,1994,1994-07-01,KS,1,0,0,39,-98,39,-98,73
33799,1994,1994-07-01,NE,1,0,0,40,-97,40,-97,73
33826,1994,1994-07-06,IA,1,0,0,43,-93,43,-92,30
33830,1994,1994-07-06,NE,2,1,0,41,-103,41,-102,150
33840,1994,1994-07-07,IA,2,0,0,42,-92,43,-92,100
33898,1994,1994-07-19,IA,1,0,0,43,-94,43,-94,40
33899,1994,1994-07-19,IA,1,0,0,43,-94,43,-94,43
33901,1994,1994-07-19,IA,1,0,0,43,-91,43,-91,50
33902,1994,1994-07-19,IA,2,0,0,43,-92,43,-92,40
33903,1994,1994-07-19,IA,3,0,0,43,-92,43,-91,150
33961,1994,1994-08-07,IA,3,1,0,43,-95,43,-95,73
34108,1994,1994-10-06,IA,1,0,0,41,-95,41,-95,30
34128,1994,1994-10-17,NE,1,0,0,41,-98,41,-98,50
34129,1994,1994-10-17,NE,2,0,0,40,-99,40,-99,73
34159,1994,1994-11-05,MS,1,0,0,31,-89,31,-89,100
34177,1994,1994-11-27,MS,0,0,0,32,-90,32,-90,100
34178,1994,1994-11-27,MS,0,0,0,32,-90,32,-90,50
34179,1994,1994-11-27,MS,1,0,0,32,-89,32,-88,100
34180,1994,1994-11-27,MS,1,2,0,32,-91,32,-90,200
34181,1994,1994-11-27,MS,1,0,0,32,-91,32,-90,150
34182,1994,1994-11-27,MS,1,0,0,32,-90,32,-89,200
34183,1994,1994-11-27,MS,3,0,2,31,-89,32,-89,200
34186,1994,1994-11-27,TN,3,2,0,36,-88,36,-88,300
34187,1994,1994-11-27,TN,3,3,1,35,-89,35,-89,100
34188,1994,1994-11-27,TN,3,25,3,35,-89,35,-89,200
34195,1995,1995-01-06,LA,1,0,0,31,-92,31,-92,20
34196,1995,1995-01-06,LA,1,8,0,30,-92,30,-92,30
34206,1995,1995-01-07,LA,1,0,0,30,-92,31,-91,23
34219,1995,1995-01-18,LA,1,1,0,30,-91,30,-91,30
34221,1995,1995-01-18,LA,1,0,1,31,-92,31,-92,20
34229,1995,1995-01-28,TN,1,0,0,35,-86,35,-86,50
34233,1995,1995-02-16,AL,1,0,0,34,-87,34,-87,80
34234,1995,1995-02-16,AL,2,3,0,34,-86,34,-86,700
34235,1995,1995-02-16,AL,3,130,6,34,-86,34,-86,703
34257,1995,1995-03-07,MS,1,1,0,31,-89,32,-89,500
34282,1995,1995-03-25,OK,1,0,0,36,-100,36,-100,100
34292,1995,1995-04-08,KS,0,0,0,39,-95,39,-94,100
34296,1995,1995-04-11,AL,1,0,0,32,-86,32,-86,100
34299,1995,1995-04-11,MS,1,0,1,31,-90,31,-89,30
34300,1995,1995-04-11,MS,2,0,0,31,-90,31,-89,500
34311,1995,1995-04-17,OK,0,0,0,34,-97,34,-97,20
34318,1995,1995-04-17,OK,1,0,0,34,-98,34,-97,400
34322,1995,1995-04-17,OK,2,0,0,35,-95,35,-95,123
34323,1995,1995-04-17,OK,2,0,0,35,-95,35,-94,200
34368,1995,1995-04-20,AL,1,6,0,33,-88,33,-88,80
34369,1995,1995-04-20,AL,1,17,0,34,-87,34,-87,120
34383,1995,1995-04-20,MS,2,0,0,33,-88,33,-88,100
34384,1995,1995-04-20,TN,1,0,0,35,-86,35,-86,30
34388,1995,1995-04-21,TN,1,1,0,35,-85,35,-85,23
34390,1995,1995-04-21,TN,2,0,0,35,-85,35,-85,330
34401,1995,1995-04-22,MS,0,0,0,31,-90,31,-90,20
34404,1995,1995-04-22,MS,1,0,0,32,-90,32,-90,200
34434,1995,1995-05-07,OK,1,0,0,34,-97,34,-97,200
34436,1995,1995-05-07,OK,1,0,0,34,-97,34,-97,200
34438,1995,1995-05-07,OK,2,0,0,35,-96,35,-96,50
34463,1995,1995-05-08,MS,1,0,0,31,-90,31,-90,33
34464,1995,1995-05-08,MS,2,0,0,32,-89,32,-89,440
34466,1995,1995-05-08,NE,0,0,0,40,-96,40,-96,150
34489,1995,1995-05-09,IA,1,0,0,41,-90,41,-90,50
34491,1995,1995-05-09,IA,2,0,0,41,-91,41,-91,100
34492,1995,1995-05-09,IA,3,0,0,41,-90,41,-90,73
34537,1995,1995-05-12,KS,0,0,0,39,-97,39,-97,80
34539,1995,1995-05-12,KS,1,0,0,39,-98,39,-98,50
34541,1995,1995-05-12,KS,2,1,0,39,-101,39,-100,1500
34567,1995,1995-05-13,KY,2,0,0,37,-85,37,-85,200
34568,1995,1995-05-13,KY,2,0,0,37,-88,37,-87,73
34585,1995,1995-05-15,KS,2,0,0,37,-100,37,-100,300
34586,1995,1995-05-15,KS,3,3,0,37,-100,37,-100,900
34596,1995,1995-05-16,KS,0,0,0,37,-100,37,-100,100
34597,1995,1995-05-16,KS,0,0,0,37,-100,37,-100,500
34606,1995,1995-05-16,KS,1,0,0,38,-95,38,-95,100
34608,1995,1995-05-16,KS,1,5,0,38,-95,38,-94,73
34610,1995,1995-05-16,KS,3,0,0,37,-100,38,-100,800
34611,1995,1995-05-16,KS,3,0,0,38,-99,38,-99,1000
34621,1995,1995-05-17,OK,2,0,0,36,-98,36,-98,400
34624,1995,1995-05-18,AL,1,0,0,34,-87,34,-87,150
34626,1995,1995-05-18,AL,4,55,1,34,-87,34,-86,1300
34653,1995,1995-05-18,KY,2,0,0,36,-87,36,-87,73
34656,1995,1995-05-18,KY,2,0,0,36,-85,37,-85,200
34657,1995,1995-05-18,KY,2,0,0,37,-84,37,-84,300
34660,1995,1995-05-18,KY,2,0,0,37,-83,37,-82,100
34661,1995,1995-05-18,KY,2,0,0,36,-86,36,-86,100
34674,1995,1995-05-18,MS,1,0,0,34,-88,34,-88,50
34676,1995,1995-05-18,TN,0,0,0,35,-88,35,-88,50
34679,1995,1995-05-18,TN,0,4,0,35,-86,35,-86,73
34680,1995,1995-05-18,TN,0,0,0,35,-85,35,-85,23
34681,1995,1995-05-18,TN,0,1,0,35,-87,35,-87,50
34690,1995,1995-05-18,TN,1,0,0,36,-86,36,-86,23
34691,1995,1995-05-18,TN,1,1,0,35,-86,35,-86,50
34694,1995,1995-05-18,TN,2,28,0,36,-86,36,-86,73
34695,1995,1995-05-18,TN,2,0,0,36,-89,36,-89,150
34696,1995,1995-05-18,TN,3,20,0,35,-85,35,-85,100
34697,1995,1995-05-18,TN,4,32,3,35,-87,35,-87,1000
34707,1995,1995-05-21,NE,2,0,0,40,-101,40,-101,1000
34724,1995,1995-05-22,KS,2,0,0,37,-101,37,-101,200
34753,1995,1995-05-27,IA,1,0,0,42,-94,42,-94,40
34754,1995,1995-05-27,IA,1,0,0,40,-94,40,-94,40
34755,1995,1995-05-27,IA,2,0,0,41,-94,42,-94,100
34756,1995,1995-05-27,IA,4,0,0,42,-94,42,-94,400
34757,1995,1995-05-27,IA,4,2,0,41,-94,41,-94,500
34758,1995,1995-05-27,IA,4,1,0,41,-94,42,-94,250
34835,1995,1995-06-03,OK,1,0,0,35,-97,35,-97,200
34864,1995,1995-06-05,IA,0,0,0,42,-93,42,-93,20
34887,1995,1995-06-06,IA,1,0,0,43,-93,43,-93,40
34922,1995,1995-06-08,OK,2,0,0,35,-99,35,-99,300
34957,1995,1995-06-09,OK,2,0,0,35,-96,35,-96,300
35012,1995,1995-06-27,NE,0,0,0,41,-100,41,-100,50
35052,1995,1995-07-04,KS,1,0,0,39,-95,39,-95,100
35064,1995,1995-07-05,IA,1,0,0,43,-92,43,-92,40
35099,1995,1995-07-14,IA,0,0,0,42,-96,42,-96,50
35114,1995,1995-07-19,IA,0,0,0,43,-95,43,-95,10
35141,1995,1995-07-23,OK,0,0,0,34,-98,34,-98,30
35150,1995,1995-07-25,KS,2,0,0,37,-99,37,-99,200
35159,1995,1995-07-27,IA,2,0,0,41,-90,41,-90,70
35160,1995,1995-07-27,IA,2,0,0,41,-90,41,-90,60
35161,1995,1995-07-27,IA,2,0,0,41,-90,41,-90,400
35162,1995,1995-07-27,IA,2,0,0,41,-91,41,-91,100
35163,1995,1995-07-27,IA,3,0,0,42,-91,42,-91,150
35309,1995,1995-10-26,OK,0,0,0,35,-94,35,-94,73
35327,1995,1995-10-27,TN,0,0,0,35,-89,35,-89,50
35404,1995,1995-11-11,MS,1,0,0,31,-90,31,-90,20
35405,1995,1995-11-11,MS,3,2,0,32,-90,32,-90,200
35406,1995,1995-11-11,MS,3,2,0,31,-89,31,-89,400
35436,1996,1996-01-11,AL,1,0,0,31,-86,31,-86,75
35451,1996,1996-01-18,KY,1,2,0,37,-88,37,-88,50
35455,1996,1996-01-18,MS,0,0,0,34,-89,34,-89,10
35456,1996,1996-01-18,MS,0,1,0,34,-88,34,-88,25
35457,1996,1996-01-18,MS,0,0,0,30,-88,30,-88,10
35458,1996,1996-01-18,TN,0,0,0,36,-89,36,-89,25
35463,1996,1996-01-23,LA,2,30,0,32,-93,32,-93,400
35464,1996,1996-01-26,AL,1,3,1,31,-88,31,-88,500
35465,1996,1996-01-26,LA,1,3,0,30,-92,30,-92,20
35471,1996,1996-02-19,AL,0,0,0,31,-87,31,-87,100
35472,1996,1996-02-19,MS,1,0,0,30,-89,30,-89,40
35473,1996,1996-02-19,MS,1,0,0,30,-89,31,-89,100
35474,1996,1996-02-19,MS,1,0,0,31,-89,31,-88,400
35475,1996,1996-02-19,MS,2,10,0,30,-89,31,-89,430
35476,1996,1996-02-19,MS,2,4,0,31,-88,31,-88,400
35485,1996,1996-03-05,MS,1,5,0,31,-90,31,-90,65
35488,1996,1996-03-06,AL,1,0,0,32,-87,32,-87,80
35489,1996,1996-03-06,AL,1,0,0,32,-86,32,-86,80
35490,1996,1996-03-06,AL,1,0,0,32,-86,32,-86,80
35491,1996,1996-03-06,AL,1,0,0,32,-86,32,-86,80
35492,1996,1996-03-06,AL,2,17,2,32,-86,32,-86,200
35493,1996,1996-03-06,AL,3,40,4,32,-87,32,-86,400
35510,1996,1996-03-16,AL,1,2,0,34,-85,34,-85,80
35513,1996,1996-03-16,TN,0,0,0,36,-84,36,-84,100
35514,1996,1996-03-16,TN,0,1,0,36,-84,36,-84,100
35515,1996,1996-03-16,TN,2,1,0,36,-85,36,-85,400
35516,1996,1996-03-18,AL,0,0,0,31,-88,31,-88,300
35517,1996,1996-03-18,AL,0,0,0,31,-88,31,-88,300
35518,1996,1996-03-18,AL,0,1,0,31,-87,31,-87,200
35519,1996,1996-03-18,AL,1,0,0,31,-88,31,-87,250
35520,1996,1996-03-18,AL,1,15,0,31,-87,31,-87,200
35521,1996,1996-03-18,AL,1,0,0,31,-87,31,-87,200
35522,1996,1996-03-18,AL,1,0,0,32,-87,32,-87,70
