,Year,Date,State,Rating,Injuries,Death,Start_Lat,Start_Lon,End_Lat,End_Lon,Width
35523,1996,1996-03-18,AL,1,0,0,32,-86,32,-85,100
35524,1996,1996-03-18,AL,1,0,0,32,-85,32,-85,90
35525,1996,1996-03-18,AL,1,0,0,32,-86,32,-86,70
35526,1996,1996-03-18,AL,2,5,0,31,-87,31,-87,200
35527,1996,1996-03-18,AL,2,2,0,32,-86,32,-86,100
35528,1996,1996-03-18,AL,3,0,0,32,-86,32,-85,440
35529,1996,1996-03-18,MS,0,0,0,32,-90,32,-90,70
35530,1996,1996-03-18,MS,0,0,0,31,-88,31,-88,200
35531,1996,1996-03-18,MS,1,0,0,31,-90,32,-90,100
35532,1996,1996-03-18,MS,1,0,0,32,-90,32,-90,100
35533,1996,1996-03-18,MS,1,0,0,31,-89,31,-88,300
35534,1996,1996-03-18,MS,1,0,0,31,-88,31,-88,300
35535,1996,1996-03-18,MS,1,0,0,31,-90,31,-89,200
35536,1996,1996-03-18,MS,1,0,0,31,-88,31,-88,200
35538,1996,1996-03-24,IA,0,0,0,40,-94,40,-94,20
35539,1996,1996-03-24,KS,0,0,0,39,-96,39,-96,10
35540,1996,1996-03-24,KS,0,0,0,39,-95,39,-95,75
35541,1996,1996-03-24,OK,0,0,0,34,-97,34,-97,25
35549,1996,1996-03-30,LA,0,0,0,32,-91,32,-91,25
35558,1996,1996-04-12,LA,0,0,0,30,-93,30,-93,10
35564,1996,1996-04-13,MS,0,0,0,30,-89,30,-89,10
35569,1996,1996-04-14,AL,1,0,0,33,-88,33,-88,75
35571,1996,1996-04-14,LA,0,0,0,30,-89,30,-89,10
35572,1996,1996-04-14,LA,0,0,0,31,-92,31,-92,10
35573,1996,1996-04-14,MS,0,0,0,30,-89,30,-89,10
35594,1996,1996-04-19,IA,0,0,0,42,-90,42,-90,10
35595,1996,1996-04-19,IA,0,0,0,42,-90,42,-90,25
35654,1996,1996-04-20,AL,0,0,0,33,-86,33,-86,45
35657,1996,1996-04-20,KY,0,0,0,37,-85,37,-85,100
35658,1996,1996-04-20,KY,1,0,0,38,-85,38,-85,200
35659,1996,1996-04-20,KY,1,4,0,37,-85,37,-85,100
35660,1996,1996-04-20,KY,1,0,0,37,-85,37,-85,200
35661,1996,1996-04-20,KY,1,0,0,37,-84,37,-84,100
35662,1996,1996-04-20,KY,1,0,0,37,-84,37,-84,200
35663,1996,1996-04-20,KY,1,0,0,37,-84,37,-83,100
35664,1996,1996-04-20,KY,2,7,0,37,-84,37,-84,300
35665,1996,1996-04-20,KY,2,10,0,37,-84,37,-84,200
35666,1996,1996-04-20,LA,0,0,0,32,-93,32,-93,25
35667,1996,1996-04-20,MS,1,0,0,33,-89,33,-89,200
35670,1996,1996-04-20,TN,2,12,0,35,-87,35,-87,200
35671,1996,1996-04-20,TN,2,0,0,35,-87,35,-87,440
35672,1996,1996-04-20,TN,2,0,0,35,-87,35,-86,440
35673,1996,1996-04-20,TN,2,0,0,35,-86,35,-86,440
35678,1996,1996-04-21,OK,0,0,0,36,-97,36,-97,100
35679,1996,1996-04-21,OK,0,0,0,34,-97,34,-97,25
35680,1996,1996-04-21,OK,0,0,0,34,-97,34,-97,25
35681,1996,1996-04-21,OK,0,0,0,34,-97,34,-97,500
35682,1996,1996-04-21,OK,0,0,0,34,-97,34,-97,25
35683,1996,1996-04-21,OK,0,0,0,34,-97,34,-97,100
35684,1996,1996-04-21,OK,0,0,0,36,-95,36,-95,25
35685,1996,1996-04-21,OK,0,0,0,34,-96,34,-96,50
35686,1996,1996-04-21,OK,0,0,0,34,-96,34,-96,50
35687,1996,1996-04-21,OK,0,9,0,34,-95,34,-95,100
35688,1996,1996-04-21,OK,1,0,0,34,-97,34,-97,50
35689,1996,1996-04-21,OK,1,0,0,34,-97,34,-97,150
35690,1996,1996-04-21,OK,1,0,0,36,-96,36,-96,100
35691,1996,1996-04-21,OK,1,0,0,34,-97,34,-96,150
35692,1996,1996-04-21,OK,1,0,0,36,-94,36,-94,25
35693,1996,1996-04-21,OK,1,0,0,34,-95,35,-95,100
35694,1996,1996-04-21,OK,1,0,0,35,-95,35,-95,75
35695,1996,1996-04-21,OK,3,89,2,35,-94,35,-94,1050
35708,1996,1996-04-22,LA,2,1,0,32,-91,32,-91,440
35709,1996,1996-04-22,MS,2,0,0,32,-90,32,-90,440
35723,1996,1996-04-29,MS,0,0,0,30,-88,30,-88,20
35735,1996,1996-05-05,KY,0,0,0,37,-85,37,-85,50
35736,1996,1996-05-05,KY,1,10,0,37,-86,37,-86,100
35750,1996,1996-05-08,KS,0,0,0,37,-98,37,-98,50
35751,1996,1996-05-08,KY,1,7,0,38,-84,38,-84,100
35752,1996,1996-05-08,KY,2,2,0,38,-84,38,-84,200
35754,1996,1996-05-08,NE,0,0,0,41,-103,41,-103,50
35755,1996,1996-05-08,NE,1,0,0,40,-97,40,-97,150
35756,1996,1996-05-08,NE,1,0,0,40,-97,40,-97,100
35757,1996,1996-05-08,NE,1,0,0,40,-97,40,-96,100
35758,1996,1996-05-08,NE,2,15,0,40,-96,40,-96,880
35762,1996,1996-05-09,IA,0,0,0,41,-92,41,-92,30
35763,1996,1996-05-09,IA,1,0,0,40,-92,40,-92,35
35764,1996,1996-05-09,IA,1,0,0,40,-92,40,-92,50
35765,1996,1996-05-09,IA,1,2,0,41,-92,41,-92,60
35768,1996,1996-05-09,KS,0,0,0,39,-97,39,-97,400
35769,1996,1996-05-09,KS,0,0,0,39,-97,39,-97,50
35770,1996,1996-05-09,KS,0,0,0,39,-96,39,-96,50
35771,1996,1996-05-09,KS,0,0,0,39,-96,39,-96,20
35772,1996,1996-05-09,KS,0,0,0,39,-96,39,-96,15
35773,1996,1996-05-09,KS,1,0,0,37,-98,37,-98,50
35774,1996,1996-05-09,KS,1,0,0,39,-96,39,-96,75
35775,1996,1996-05-09,KS,2,0,0,39,-97,39,-97,100
35776,1996,1996-05-09,LA,0,0,0,30,-91,30,-91,20
35781,1996,1996-05-10,IA,1,0,0,41,-90,41,-90,100
35793,1996,1996-05-14,OK,0,0,0,34,-99,34,-99,10
35794,1996,1996-05-15,NE,0,0,0,41,-101,41,-101,20
35814,1996,1996-05-19,IA,0,0,0,42,-92,42,-92,25
35819,1996,1996-05-22,KS,0,0,0,39,-101,39,-101,100
35820,1996,1996-05-22,KS,0,0,0,39,-100,39,-100,10
35821,1996,1996-05-22,KS,0,0,0,39,-100,39,-100,30
35822,1996,1996-05-22,KS,1,0,0,39,-100,39,-100,50
35823,1996,1996-05-22,NE,0,0,0,40,-101,40,-101,50
35824,1996,1996-05-22,NE,0,0,0,40,-97,40,-97,10
35825,1996,1996-05-22,NE,0,0,0,40,-96,40,-96,10
35826,1996,1996-05-22,NE,0,0,0,40,-98,40,-98,10
35827,1996,1996-05-22,NE,0,0,0,40,-98,40,-98,10
35829,1996,1996-05-24,KS,1,0,0,37,-99,37,-99,50
35845,1996,1996-05-25,OK,1,0,0,36,-102,36,-102,100
35859,1996,1996-05-26,KS,0,0,0,37,-100,37,-100,30
35860,1996,1996-05-26,KS,0,0,0,37,-95,37,-95,75
35861,1996,1996-05-26,KS,1,0,0,37,-100,37,-100,400
35862,1996,1996-05-26,KS,1,0,0,38,-101,38,-101,50
35863,1996,1996-05-26,KS,1,0,0,37,-100,37,-100,50
35864,1996,1996-05-26,KS,1,0,0,37,-94,37,-94,75
35865,1996,1996-05-26,KS,2,0,0,37,-100,37,-100,450
35866,1996,1996-05-26,KS,3,0,0,37,-101,37,-101,200
35867,1996,1996-05-26,KS,3,0,0,37,-100,37,-100,900
35872,1996,1996-05-26,OK,0,0,0,36,-101,36,-101,50
35873,1996,1996-05-26,OK,0,0,0,36,-101,36,-101,100
35874,1996,1996-05-26,OK,0,0,0,36,-101,36,-101,75
35875,1996,1996-05-26,OK,0,0,0,34,-99,34,-99,10
35876,1996,1996-05-26,OK,0,0,0,34,-97,34,-97,25
35877,1996,1996-05-26,OK,2,1,0,36,-95,36,-95,880
35882,1996,1996-05-27,IA,0,0,0,40,-94,40,-94,25
35883,1996,1996-05-27,IA,0,0,0,40,-93,40,-93,25
35884,1996,1996-05-27,IA,1,0,0,40,-94,40,-94,45
35888,1996,1996-05-27,TN,0,0,0,35,-84,35,-84,30
35893,1996,1996-05-28,KY,0,0,0,37,-85,37,-85,575
35894,1996,1996-05-28,KY,0,0,0,36,-86,36,-86,50
35895,1996,1996-05-28,KY,0,0,0,37,-84,38,-84,575
35896,1996,1996-05-28,KY,0,0,0,38,-84,38,-84,50
35897,1996,1996-05-28,KY,0,0,0,37,-84,37,-84,50
35898,1996,1996-05-28,KY,2,1,0,37,-84,38,-84,575
35899,1996,1996-05-28,KY,4,10,0,38,-85,38,-85,850
35931,1996,1996-05-30,NE,1,0,0,41,-103,41,-103,100
35943,1996,1996-05-31,KS,0,0,0,37,-101,37,-101,50
35944,1996,1996-05-31,KS,0,0,0,37,-101,37,-101,30
35945,1996,1996-05-31,KS,0,0,0,37,-101,37,-101,30
35946,1996,1996-05-31,KS,0,0,0,38,-99,38,-99,50
35947,1996,1996-05-31,KS,0,0,0,38,-101,38,-101,20
35948,1996,1996-05-31,KS,0,0,0,37,-101,37,-101,100
35949,1996,1996-05-31,KS,1,0,0,38,-99,38,-99,300
35951,1996,1996-05-31,OK,1,0,0,36,-98,36,-98,25
35971,1996,1996-06-03,KY,0,0,0,36,-85,36,-85,50
35975,1996,1996-06-03,OK,0,0,0,36,-102,36,-102,50
35979,1996,1996-06-05,KS,0,0,0,39,-94,39,-94,50
35980,1996,1996-06-05,KS,1,0,0,39,-95,39,-95,100
35981,1996,1996-06-05,KS,1,0,0,39,-95,39,-95,100
35989,1996,1996-06-05,NE,0,0,0,42,-103,42,-103,50
35990,1996,1996-06-05,NE,0,0,0,41,-102,41,-102,50
35991,1996,1996-06-05,NE,0,0,0,40,-101,40,-101,20
35992,1996,1996-06-05,NE,1,0,0,41,-102,41,-101,200
35993,1996,1996-06-05,NE,1,0,0,41,-103,41,-103,100
35994,1996,1996-06-05,OK,0,0,0,36,-101,36,-101,25
35998,1996,1996-06-06,KS,0,0,0,39,-100,39,-100,20
36000,1996,1996-06-06,OK,0,0,0,34,-97,34,-97,20
36001,1996,1996-06-06,OK,0,0,0,34,-97,34,-97,10
36002,1996,1996-06-06,OK,0,0,0,34,-95,34,-95,25
36003,1996,1996-06-06,OK,0,0,0,34,-94,34,-94,25
36008,1996,1996-06-09,TN,1,0,0,36,-86,36,-86,450
36016,1996,1996-06-11,KS,0,0,0,38,-99,38,-99,50
36017,1996,1996-06-11,KS,0,0,0,38,-98,38,-98,50
36018,1996,1996-06-11,KS,0,0,0,37,-99,37,-99,50
36027,1996,1996-06-16,IA,0,0,0,42,-92,42,-92,20
36028,1996,1996-06-16,IA,0,0,0,42,-91,42,-91,20
36029,1996,1996-06-16,IA,0,0,0,42,-90,42,-90,10
36035,1996,1996-06-18,NE,0,0,0,42,-102,42,-102,50
36036,1996,1996-06-18,NE,0,0,0,42,-102,42,-102,50
36037,1996,1996-06-18,OK,0,0,0,36,-95,36,-95,25
36039,1996,1996-06-19,NE,0,0,0,42,-98,42,-98,20
36040,1996,1996-06-19,NE,0,0,0,42,-98,42,-98,20
36041,1996,1996-06-19,NE,1,0,0,42,-98,42,-98,200
36042,1996,1996-06-19,NE,2,0,0,42,-98,42,-98,350
36043,1996,1996-06-20,NE,0,0,0,41,-97,41,-97,30
36044,1996,1996-06-20,NE,0,0,0,41,-97,41,-97,20
36045,1996,1996-06-20,NE,0,0,0,41,-96,41,-96,10
36046,1996,1996-06-20,NE,0,0,0,41,-96,41,-96,10
36047,1996,1996-06-20,NE,0,0,0,41,-96,41,-96,20
36048,1996,1996-06-20,NE,1,0,0,41,-96,41,-96,30
36049,1996,1996-06-20,NE,1,0,0,41,-96,41,-96,60
36050,1996,1996-06-20,NE,1,0,0,41,-96,41,-96,100
36051,1996,1996-06-20,NE,1,0,0,41,-96,41,-96,30
36052,1996,1996-06-20,NE,1,0,0,41,-96,41,-96,30
36055,1996,1996-06-21,KS,1,0,0,38,-101,38,-101,20
36062,1996,1996-06-22,KS,0,0,0,39,-96,39,-96,15
36063,1996,1996-06-22,KS,0,0,0,39,-100,39,-100,20
36064,1996,1996-06-22,KS,0,0,0,39,-99,39,-99,20
36072,1996,1996-06-23,NE,0,0,0,40,-96,40,-96,10
36089,1996,1996-06-29,IA,0,0,0,42,-92,42,-92,20
36091,1996,1996-07-01,IA,0,0,0,42,-96,42,-96,50
36092,1996,1996-07-01,NE,0,0,0,42,-97,42,-97,10
36093,1996,1996-07-01,NE,0,0,0,42,-97,42,-97,10
36096,1996,1996-07-04,NE,0,0,0,40,-95,40,-95,30
36102,1996,1996-07-07,NE,0,0,0,42,-101,42,-101,20
36103,1996,1996-07-07,NE,0,0,0,42,-100,42,-100,20
36104,1996,1996-07-07,NE,0,0,0,41,-101,41,-101,20
36105,1996,1996-07-07,NE,0,0,0,41,-100,41,-100,20
36106,1996,1996-07-07,NE,0,0,0,40,-100,40,-100,20
36107,1996,1996-07-07,NE,0,0,0,40,-99,40,-99,20
36153,1996,1996-07-15,KS,0,0,0,39,-100,39,-100,20
36154,1996,1996-07-15,KS,0,0,0,39,-100,39,-100,30
36155,1996,1996-07-15,KS,0,0,0,39,-100,39,-100,30
36162,1996,1996-07-16,IA,0,0,0,41,-94,41,-94,25
36163,1996,1996-07-16,NE,0,0,0,41,-97,41,-97,20
36164,1996,1996-07-16,NE,0,0,0,41,-97,41,-97,30
36165,1996,1996-07-16,NE,0,0,0,42,-96,42,-96,100
36189,1996,1996-07-19,KS,0,0,0,39,-101,39,-101,10
36209,1996,1996-07-20,KS,0,0,0,39,-96,39,-96,50
36212,1996,1996-07-21,KS,0,0,0,38,-101,38,-101,20
36213,1996,1996-07-21,KS,1,0,0,39,-101,39,-101,100
36224,1996,1996-07-23,KS,0,0,0,39,-101,39,-101,20
36225,1996,1996-07-23,KS,0,0,0,39,-101,39,-101,20
36226,1996,1996-07-23,KS,0,0,0,39,-101,39,-101,20
36227,1996,1996-07-23,KS,0,0,0,39,-101,39,-101,30
36228,1996,1996-07-23,KS,0,0,0,39,-101,39,-101,20
36229,1996,1996-07-23,KS,0,0,0,39,-101,39,-101,20
36230,1996,1996-07-23,KS,0,0,0,39,-101,39,-101,20
36231,1996,1996-07-23,KS,0,0,0,37,-102,37,-102,20
36232,1996,1996-07-23,KS,0,0,0,37,-101,37,-101,20
36233,1996,1996-07-23,KS,1,0,0,38,-100,38,-100,50
36235,1996,1996-07-24,IA,1,0,0,41,-95,41,-95,30
36239,1996,1996-07-25,KS,0,0,0,39,-101,39,-101,50
36240,1996,1996-07-25,KS,1,0,0,39,-101,39,-101,30
36242,1996,1996-07-25,NE,0,0,0,42,-103,42,-103,100
36243,1996,1996-07-25,NE,0,0,0,41,-103,41,-103,150
36244,1996,1996-07-25,NE,0,0,0,41,-102,41,-102,20
36265,1996,1996-07-29,IA,0,0,0,41,-94,41,-94,25
36291,1996,1996-07-31,KS,0,0,0,38,-99,38,-99,20
36297,1996,1996-08-01,OK,0,0,0,35,-95,35,-95,25
36298,1996,1996-08-02,KS,0,0,0,38,-100,38,-100,20
36299,1996,1996-08-02,NE,0,0,0,42,-102,42,-102,50
36300,1996,1996-08-02,NE,0,0,0,41,-102,41,-102,50
36307,1996,1996-08-04,NE,0,0,0,40,-98,40,-98,20
36308,1996,1996-08-04,NE,1,0,0,40,-101,40,-101,20
36311,1996,1996-08-06,KS,0,0,0,39,-101,39,-101,20
36312,1996,1996-08-06,KS,1,0,0,39,-100,39,-100,100
36324,1996,1996-08-10,KS,0,0,0,39,-100,39,-100,30
36325,1996,1996-08-10,NE,0,0,0,40,-100,40,-100,50
36326,1996,1996-08-10,NE,1,0,0,40,-100,40,-100,100
36327,1996,1996-08-10,NE,2,0,0,40,-100,40,-100,300
36329,1996,1996-08-11,LA,0,0,0,29,-90,29,-90,10
36330,1996,1996-08-11,OK,0,0,0,34,-97,34,-97,20
36331,1996,1996-08-11,OK,1,0,0,34,-98,34,-98,50
36341,1996,1996-08-17,OK,0,0,0,36,-97,36,-97,50
36345,1996,1996-08-19,IA,0,0,0,43,-92,43,-92,50
36347,1996,1996-08-21,OK,0,0,0,34,-98,34,-98,25
36348,1996,1996-08-22,IA,0,0,0,41,-90,41,-90,20
36364,1996,1996-08-29,OK,0,0,0,36,-97,36,-97,20
36392,1996,1996-09-16,AL,0,0,0,34,-87,34,-87,70
36393,1996,1996-09-16,AL,0,0,0,33,-85,33,-85,80
36394,1996,1996-09-16,AL,1,0,0,34,-87,34,-87,70
36396,1996,1996-09-16,MS,0,3,0,34,-88,34,-88,25
36413,1996,1996-09-16,TN,0,0,0,35,-89,35,-89,50
36423,1996,1996-09-18,KS,0,0,0,37,-100,37,-100,30
36424,1996,1996-09-18,OK,0,0,0,36,-101,36,-101,50
36425,1996,1996-09-18,OK,0,0,0,36,-101,36,-101,50
36426,1996,1996-09-19,NE,0,0,0,41,-99,41,-99,15
36448,1996,1996-09-25,OK,0,0,0,36,-97,36,-97,25
36449,1996,1996-09-25,OK,0,0,0,36,-97,36,-97,25
36450,1996,1996-09-25,OK,0,0,0,36,-97,36,-97,25
36451,1996,1996-09-25,OK,0,0,0,36,-97,36,-97,25
36452,1996,1996-09-25,OK,0,0,0,36,-97,36,-97,25
36459,1996,1996-09-26,MS,0,0,0,34,-89,34,-89,20
36461,1996,1996-09-27,TN,1,0,0,35,-87,35,-87,133
36463,1996,1996-09-28,AL,2,0,0,34,-86,34,-86,80
36518,1996,1996-10-26,NE,0,0,0,42,-97,42,-97,10
36519,1996,1996-10-26,NE,1,1,0,42,-99,42,-99,50
36520,1996,1996-10-26,NE,1,3,0,42,-98,42,-98,75
36534,1996,1996-11-07,AL,1,2,0,33,-86,33,-86,200
36535,1996,1996-11-07,AL,1,0,0,31,-86,31,-86,200
36539,1996,1996-11-07,KY,0,0,0,36,-86,36,-86,30
36540,1996,1996-11-07,KY,0,0,0,36,-86,36,-86,30
36541,1996,1996-11-07,KY,0,5,0,37,-85,37,-85,30
36542,1996,1996-11-07,LA,0,0,0,29,-90,29,-90,25
36543,1996,1996-11-07,LA,1,0,0,32,-93,32,-93,150
36544,1996,1996-11-07,MS,0,0,0,30,-89,30,-89,10
36545,1996,1996-11-07,MS,1,2,0,32,-89,32,-89,440
36546,1996,1996-11-07,TN,0,0,0,35,-88,35,-88,25
36547,1996,1996-11-07,TN,1,0,0,35,-86,35,-86,18
36548,1996,1996-11-07,TN,1,0,0,35,-86,35,-86,18
36549,1996,1996-11-07,TN,1,0,0,35,-85,35,-85,18
36550,1996,1996-11-07,TN,2,1,0,35,-86,35,-86,175
36568,1996,1996-11-16,OK,0,0,0,34,-98,34,-98,30
36578,1996,1996-11-24,LA,0,0,0,29,-90,29,-90,20
36579,1996,1996-11-24,LA,1,0,0,30,-91,30,-91,30
36580,1996,1996-11-24,LA,1,0,0,32,-92,32,-92,30
36583,1996,1996-11-30,AL,0,0,0,32,-86,32,-86,50
36585,1996,1996-11-30,LA,1,0,0,32,-93,32,-93,150
36586,1996,1996-11-30,LA,2,9,2,32,-92,32,-92,250
36587,1996,1996-11-30,MS,1,0,0,31,-90,31,-90,30
36589,1996,1996-12-01,AL,0,0,0,32,-85,33,-85,50
36596,1996,1996-12-15,LA,0,0,0,29,-93,29,-93,100
36604,1997,1997-01-04,KY,1,2,1,36,-85,36,-85,100
36605,1997,1997-01-05,AL,0,0,0,34,-85,34,-85,50
36606,1997,1997-01-05,AL,2,0,0,31,-85,31,-85,100
36619,1997,1997-01-15,MS,1,2,0,31,-89,31,-89,80
36620,1997,1997-01-15,MS,1,0,0,30,-89,30,-89,10
36623,1997,1997-01-23,LA,2,0,0,31,-93,32,-93,400
36625,1997,1997-01-24,AL,1,0,0,32,-86,32,-86,50
36626,1997,1997-01-24,AL,1,0,0,34,-87,34,-87,73
36627,1997,1997-01-24,AL,2,10,1,33,-87,33,-87,200
36628,1997,1997-01-24,KY,1,0,0,37,-85,37,-85,500
36629,1997,1997-01-24,KY,2,2,0,36,-85,36,-85,600
36630,1997,1997-01-24,LA,1,1,0,29,-90,29,-90,10
36631,1997,1997-01-24,MS,0,0,0,34,-89,34,-89,10
36632,1997,1997-01-24,TN,0,0,0,36,-86,36,-86,10
36633,1997,1997-01-24,TN,1,0,0,35,-86,35,-86,60
36634,1997,1997-01-24,TN,1,0,0,36,-85,36,-85,200
36635,1997,1997-01-24,TN,2,0,0,35,-86,35,-86,440
36636,1997,1997-01-24,TN,2,0,0,35,-86,35,-86,200
36637,1997,1997-01-24,TN,2,3,0,36,-86,36,-86,400
36638,1997,1997-01-24,TN,2,0,0,35,-86,35,-86,440
36639,1997,1997-01-24,TN,2,1,0,36,-86,36,-86,220
36640,1997,1997-01-24,TN,2,6,0,36,-86,36,-85,440
36641,1997,1997-01-24,TN,2,2,0,35,-86,35,-86,440
36642,1997,1997-01-24,TN,2,0,0,35,-85,36,-85,440
36643,1997,1997-01-24,TN,2,0,0,36,-85,36,-85,70
36644,1997,1997-01-24,TN,4,18,0,35,-86,35,-86,300
36645,1997,1997-01-27,MS,0,0,0,33,-89,33,-89,40
36652,1997,1997-01-28,AL,2,1,0,33,-87,33,-87,73
36658,1997,1997-02-20,OK,0,0,0,35,-94,35,-94,30
36664,1997,1997-02-21,AL,0,0,0,33,-86,33,-86,50
36666,1997,1997-02-21,MS,2,1,0,32,-89,32,-89,200
36667,1997,1997-02-21,MS,2,0,0,32,-89,32,-89,200
36673,1997,1997-02-28,MS,0,0,0,32,-90,32,-90,40
36674,1997,1997-02-28,MS,0,0,0,32,-90,32,-90,40
36675,1997,1997-02-28,MS,0,0,0,32,-90,32,-90,40
36676,1997,1997-02-28,MS,0,0,0,32,-90,32,-90,40
36710,1997,1997-03-01,KY,0,0,0,37,-86,37,-86,50
36711,1997,1997-03-01,KY,0,0,0,37,-85,37,-85,50
36712,1997,1997-03-01,KY,0,0,0,37,-83,37,-83,20
36713,1997,1997-03-01,KY,0,0,0,37,-87,37,-87,50
36714,1997,1997-03-01,KY,0,0,0,37,-85,37,-85,50
36715,1997,1997-03-01,KY,1,0,0,37,-83,37,-83,70
36716,1997,1997-03-01,KY,1,0,0,37,-85,37,-85,50
36717,1997,1997-03-01,KY,2,0,0,36,-85,36,-85,500
36718,1997,1997-03-01,MS,1,0,0,33,-89,34,-89,400
36719,1997,1997-03-01,MS,1,4,1,34,-89,34,-88,400
36720,1997,1997-03-01,MS,3,1,0,34,-89,34,-89,400
36721,1997,1997-03-01,MS,3,0,0,34,-89,34,-89,400
36722,1997,1997-03-01,MS,3,0,0,34,-89,34,-89,400
36723,1997,1997-03-01,MS,3,16,0,34,-89,34,-88,400
36724,1997,1997-03-01,TN,2,0,0,35,-87,35,-87,440
36725,1997,1997-03-01,TN,2,2,0,35,-87,35,-87,440
36726,1997,1997-03-01,TN,2,0,0,35,-88,35,-88,200
36727,1997,1997-03-01,TN,2,0,0,35,-89,35,-89,100
36728,1997,1997-03-01,TN,2,0,0,35,-88,35,-88,100
36729,1997,1997-03-01,TN,2,0,0,35,-88,36,-88,100
36730,1997,1997-03-01,TN,4,0,0,36,-89,36,-88,200
36731,1997,1997-03-01,TN,4,15,1,35,-89,36,-89,200
36733,1997,1997-03-02,KY,0,0,0,37,-83,37,-83,30
36734,1997,1997-03-02,KY,0,0,0,37,-83,37,-83,20
36735,1997,1997-03-05,MS,0,0,0,34,-88,34,-88,10
36747,1997,1997-03-27,OK,0,0,0,35,-98,35,-98,10
36751,1997,1997-03-28,KY,0,0,0,37,-85,37,-85,50
36752,1997,1997-03-28,KY,0,0,0,36,-85,37,-85,50
36753,1997,1997-03-28,KY,0,0,0,37,-84,37,-84,20
36754,1997,1997-03-28,KY,0,0,0,37,-85,37,-85,50
36755,1997,1997-03-28,KY,1,0,0,37,-85,37,-85,100
36756,1997,1997-03-28,KY,1,0,0,37,-85,37,-84,50
36757,1997,1997-03-28,KY,2,0,0,37,-85,37,-85,300
36758,1997,1997-03-28,KY,2,0,0,37,-85,37,-85,300
36759,1997,1997-03-28,KY,2,0,0,37,-85,37,-85,300
36760,1997,1997-03-28,KY,2,0,0,36,-85,36,-85,200
36761,1997,1997-03-28,KY,2,6,1,37,-85,37,-85,200
36762,1997,1997-03-28,KY,3,1,0,37,-85,37,-85,1200
36763,1997,1997-03-28,KY,3,7,0,36,-85,37,-85,500
36764,1997,1997-03-28,KY,3,14,1,37,-85,37,-85,1200
36765,1997,1997-03-28,TN,0,0,0,36,-86,36,-86,200
36766,1997,1997-03-28,TN,0,0,0,35,-88,35,-88,10
36767,1997,1997-03-28,TN,0,0,0,35,-88,35,-88,10
36768,1997,1997-03-28,TN,0,0,0,35,-85,35,-85,20
36769,1997,1997-03-28,TN,1,0,0,36,-85,36,-85,20
36770,1997,1997-03-28,TN,2,2,0,36,-85,36,-85,440
36771,1997,1997-03-28,TN,2,0,0,35,-85,35,-85,440
36775,1997,1997-03-29,TN,1,0,0,35,-84,35,-84,100
36776,1997,1997-03-29,TN,3,44,0,35,-85,35,-85,100
36777,1997,1997-03-29,TN,3,50,0,35,-84,35,-84,100
36780,1997,1997-04-04,LA,1,0,0,32,-93,33,-93,100
36781,1997,1997-04-04,NE,1,0,0,41,-104,41,-104,50
36782,1997,1997-04-04,OK,0,0,0,34,-95,34,-95,50
36812,1997,1997-04-11,LA,0,0,0,29,-90,29,-90,100
36813,1997,1997-04-11,LA,0,0,0,30,-90,30,-90,23
36817,1997,1997-04-19,KS,0,0,0,39,-101,39,-101,20
36821,1997,1997-04-22,AL,2,10,0,34,-85,34,-85,220
36862,1997,1997-04-29,KS,0,0,0,39,-100,39,-100,50
36863,1997,1997-04-30,IA,0,0,0,41,-91,41,-90,20
36864,1997,1997-04-30,IA,0,0,0,41,-90,41,-90,20
36865,1997,1997-04-30,IA,0,0,0,41,-90,41,-90,20
36866,1997,1997-04-30,IA,0,0,0,42,-90,42,-90,10
36867,1997,1997-04-30,IA,0,0,0,41,-90,41,-90,10
36868,1997,1997-04-30,IA,0,0,0,41,-90,41,-90,10
36895,1997,1997-05-02,LA,1,0,0,32,-91,32,-91,400
36896,1997,1997-05-02,MS,0,0,0,33,-89,33,-89,40
36897,1997,1997-05-02,MS,0,0,0,33,-88,33,-88,50
36898,1997,1997-05-02,MS,0,0,0,33,-90,33,-90,40
36899,1997,1997-05-02,MS,1,0,0,33,-89,33,-89,50
36900,1997,1997-05-02,MS,3,0,0,33,-90,33,-89,200
36901,1997,1997-05-02,TN,2,0,0,35,-86,35,-86,150
36902,1997,1997-05-03,AL,0,0,0,34,-87,34,-87,50
36903,1997,1997-05-03,AL,0,0,0,34,-86,34,-86,40
36904,1997,1997-05-03,AL,0,0,0,34,-86,34,-86,50
36905,1997,1997-05-03,AL,2,12,0,34,-87,34,-86,73
36906,1997,1997-05-03,AL,2,1,0,34,-86,34,-86,70
36912,1997,1997-05-07,KS,0,0,0,39,-97,38,-97,23
36913,1997,1997-05-07,KS,0,0,0,38,-96,38,-96,23
36914,1997,1997-05-07,NE,0,0,0,40,-96,40,-96,20
36915,1997,1997-05-07,NE,0,0,0,40,-96,40,-96,20
36916,1997,1997-05-07,NE,0,0,0,40,-96,40,-96,20
36917,1997,1997-05-07,NE,0,0,0,40,-96,40,-96,20
36918,1997,1997-05-07,NE,1,0,0,40,-96,40,-96,100
36919,1997,1997-05-07,OK,0,0,0,36,-97,36,-97,50
36920,1997,1997-05-07,OK,0,0,0,36,-97,36,-97,23
36921,1997,1997-05-07,OK,0,0,0,36,-97,36,-97,23
36922,1997,1997-05-07,OK,0,0,0,36,-97,36,-97,23
36923,1997,1997-05-07,OK,0,0,0,36,-96,36,-96,30
